0,815
10,786
20,988
30,1014
40,923
50,1009
60,951
70,1076
80,868
90,842
100,1019
110,899
120,969
130,880
140,1007
150,970
160,1023
170,917
180,1062
190,1046
200,1070
210,1036
220,918
230,908
240,869
250,956
260,833
270,983
280,789
290,1012
300,943
310,732
320,942
330,828
340,812
350,711
360,783
370,648
380,650
390,647
400,620
410,611
420,696
430,640
440,776
450,784
460,690
470,623
480,777
490,702
500,724
510,671
520,639
530,738
540,668
550,646
560,818
570,659
580,745
590,867
600,773
610,734
620,801
630,823
640,841
650,804
660,938
670,929
680,853
690,1067
700,874
710,993
720,843
730,931
740,861
750,1149
760,1106
770,941
780,1048
790,990
800,994
810,1091
820,873
830,873
840,1133
850,877
860,1024
870,846
880,896
890,945
900,908
910,994
920,781
930,801
940,785
950,872
960,900
970,884
980,875
990,875
