0,118
10,107
20,113
30,113
40,114
50,118
60,99
70,118
80,105
90,105
100,100
110,106
120,109
130,114
140,114
150,110
160,98
170,105
180,95
190,100
200,97
210,106
220,110
230,101
240,96
250,105
260,101
270,95
280,103
290,92
300,106
310,100
320,97
330,89
340,105
350,105
360,100
370,104
380,87
390,104
400,90
410,101
420,101
430,105
440,101
450,101
460,91
470,103
480,85
490,90
500,102
510,99
520,99
530,98
540,95
550,99
560,91
570,98
580,86
590,92
600,87
610,87
620,95
630,91
640,86
650,91
660,91
670,87
680,89
690,82
700,95
710,86
720,86
730,90
740,78
750,87
760,86
770,82
780,81
790,86
800,88
810,86
820,85
830,88
840,77
850,82
860,79
870,77
880,81
890,88
900,85
910,79
920,77
930,83
940,85
950,81
960,85
970,82
980,85
990,81
