0,95
10,107
20,93
30,98
40,107
50,90
60,101
70,91
80,93
90,105
100,97
110,97
120,102
130,103
140,93
150,103
160,99
170,93
180,86
190,91
200,92
210,88
220,87
230,89
240,89
250,99
260,95
270,95
280,87
290,88
300,93
310,90
320,94
330,94
340,91
350,87
360,87
370,90
380,79
390,89
400,85
410,87
420,81
430,80
440,94
450,88
460,80
470,93
480,77
490,87
500,86
510,89
520,82
530,82
540,85
550,86
560,85
570,81
580,75
590,90
600,76
610,87
620,80
630,82
640,87
650,73
660,73
670,72
680,72
690,85
700,76
710,71
720,79
730,74
740,74
750,74
760,77
770,81
780,75
790,69
800,81
810,77
820,81
830,76
840,71
850,80
860,66
870,73
880,76
890,69
900,72
910,68
920,75
930,78
940,73
950,74
960,70
970,70
980,68
990,69
