0,15
10,13
20,14
30,15
40,17
50,14
60,18
70,18
80,18
90,18
100,15
110,18
120,20
130,15
140,20
150,17
160,15
170,16
180,18
190,16
200,19
210,16
220,18
230,19
240,17
250,18
260,15
270,13
280,15
290,13
300,14
310,13
320,13
330,13
340,15
350,13
360,13
370,12
380,13
390,13
400,14
410,13
420,11
430,13
440,12
450,12
460,12
470,12
480,11
490,10
500,12
510,11
520,12
530,13
540,13
550,12
560,11
570,12
580,12
590,14
600,14
610,12
620,16
630,13
640,17
650,13
660,13
670,16
680,18
690,15
700,16
710,16
720,14
730,15
740,17
750,19
760,16
770,18
780,17
790,15
800,19
810,15
820,17
830,20
840,16
850,16
860,15
870,14
880,14
890,14
900,15
910,14
920,14
930,15
940,16
950,16
960,13
970,14
980,14
990,13
