0,46
10,48
20,55
30,52
40,49
50,52
60,53
70,64
80,49
90,62
100,61
110,51
120,67
130,62
140,53
150,67
160,55
170,58
180,61
190,56
200,60
210,65
220,51
230,57
240,62
250,62
260,54
270,54
280,57
290,46
300,50
310,45
320,45
330,41
340,51
350,43
360,39
370,50
380,46
390,46
400,42
410,43
420,42
430,44
440,35
450,38
460,45
470,34
480,44
490,39
500,35
510,35
520,35
530,40
540,48
550,38
560,39
570,50
580,50
590,39
600,52
610,51
620,53
630,45
640,55
650,55
660,46
670,57
680,48
690,59
700,50
710,62
720,61
730,51
740,64
750,52
760,52
770,56
780,55
790,56
800,62
810,65
820,61
830,66
840,60
850,63
860,58
870,50
880,62
890,51
900,60
910,55
920,46
930,52
940,49
950,47
960,49
970,45
980,40
990,44
