0,809
10,965
20,873
30,1144
40,1141
50,1123
60,1049
70,1193
80,1187
90,1001
100,1121
110,976
120,1165
130,1257
140,1256
150,1309
160,1180
170,1146
180,1264
190,1153
200,1256
210,1082
220,1124
230,1211
240,1228
250,1110
260,1202
270,1140
280,994
290,1097
300,1006
310,940
320,977
330,1000
340,829
350,935
360,783
370,971
380,921
390,922
400,692
410,706
420,880
430,860
440,688
450,722
460,799
470,750
480,759
490,744
500,735
510,779
520,758
530,777
540,869
550,802
560,938
570,725
580,941
590,843
600,802
610,858
620,882
630,860
640,835
650,889
660,1064
670,936
680,968
690,1067
700,1087
710,981
720,1100
730,1053
740,1249
750,1160
760,1070
770,1282
780,1204
790,1048
800,1284
810,1019
820,995
830,1081
840,1123
850,987
860,1200
870,979
880,1010
890,975
900,874
910,1153
920,868
930,1048
940,1040
950,887
960,955
970,1027
980,826
990,769
