0,2841
10,2878
20,2689
30,2700
40,2905
50,2957
60,2750
70,2757
80,2813
90,2868
100,2812
110,2891
120,2888
130,2932
140,2946
150,2793
160,2801
170,2888
180,2976
190,2767
200,2898
210,2981
220,3014
230,2963
240,2995
250,2863
260,3068
270,3049
280,3058
290,3097
300,2941
310,2855
320,2845
330,2879
340,3064
350,3067
360,2865
370,3099
380,2928
390,3097
400,3158
410,3044
420,2931
430,3066
440,3001
450,2996
460,2984
470,3174
480,3187
490,3146
500,3086
510,3013
520,2993
530,3032
540,2954
550,3143
560,3199
570,3176
580,3078
590,2976
600,3014
610,3082
620,3207
630,3057
640,3223
650,3314
660,3181
670,3302
680,3149
690,3042
700,3190
710,3224
720,3099
730,3269
740,3320
750,3316
760,3093
770,3284
780,3210
790,3150
800,3145
810,3283
820,3345
830,3360
840,3161
850,3223
860,3432
870,3154
880,3368
890,3387
900,3263
910,3271
920,3279
930,3295
940,3265
950,3227
960,3232
970,3435
980,3379
990,3463
