0,21
10,23
20,22
30,18
40,24
50,18
60,21
70,22
80,21
90,22
100,24
110,24
120,23
130,23
140,26
150,20
160,25
170,23
180,25
190,23
200,23
210,21
220,20
230,25
240,24
250,22
260,21
270,18
280,20
290,20
300,21
310,20
320,19
330,19
340,19
350,19
360,17
370,17
380,16
390,14
400,16
410,16
420,15
430,18
440,18
450,18
460,17
470,17
480,15
490,17
500,14
510,15
520,15
530,16
540,17
550,19
560,15
570,15
580,19
590,16
600,18
610,20
620,19
630,19
640,19
650,19
660,22
670,22
680,19
690,22
700,24
710,23
720,22
730,24
740,25
750,24
760,20
770,21
780,23
790,20
800,22
810,26
820,25
830,20
840,21
850,24
860,20
870,20
880,23
890,21
900,22
910,18
920,19
930,20
940,20
950,17
960,16
970,18
980,17
990,19
