0,3276
10,3356
20,3250
30,3385
40,3490
50,3411
60,3387
70,3369
80,3478
90,3516
100,3224
110,3376
120,3493
130,3336
140,3250
150,3476
160,3277
170,3375
180,3554
190,3511
200,3602
210,3598
220,3406
230,3524
240,3522
250,3313
260,3330
270,3321
280,3485
290,3447
300,3432
310,3662
320,3442
330,3412
340,3513
350,3575
360,3658
370,3705
380,3585
390,3536
400,3464
410,3676
420,3691
430,3581
440,3542
450,3618
460,3471
470,3520
480,3570
490,3532
500,3706
510,3722
520,3801
530,3633
540,3825
550,3616
560,3591
570,3562
580,3671
590,3556
600,3615
610,3734
620,3532
630,3869
640,3627
650,3864
660,3566
670,3867
680,3625
690,3692
700,3914
710,3667
720,3785
730,3942
740,3883
750,3942
760,3823
770,3649
780,3690
790,3926
800,3891
810,3771
820,3982
830,3899
840,3809
850,3987
860,3803
870,3761
880,3950
890,4021
900,3735
910,3978
920,4043
930,4064
940,4064
950,3854
960,3894
970,4094
980,3804
990,3982
