0,11
10,13
20,11
30,14
40,14
50,13
60,15
70,12
80,15
90,14
100,15
110,15
120,14
130,13
140,12
150,13
160,14
170,13
180,12
190,14
200,14
210,15
220,12
230,14
240,13
250,15
260,14
270,14
280,12
290,11
300,10
310,11
320,12
330,11
340,11
350,11
360,10
370,9
380,9
390,11
400,10
410,11
420,10
430,11
440,10
450,9
460,10
470,10
480,9
490,9
500,11
510,8
520,10
530,9
540,11
550,9
560,9
570,10
580,11
590,9
600,12
610,10
620,12
630,12
640,10
650,12
660,11
670,14
680,11
690,13
700,11
710,15
720,11
730,13
740,15
750,15
760,12
770,13
780,16
790,13
800,16
810,12
820,14
830,12
840,14
850,12
860,14
870,15
880,12
890,11
900,14
910,14
920,14
930,10
940,10
950,12
960,10
970,12
980,11
990,12
