0,102
10,94
20,106
30,102
40,105
50,101
60,93
70,109
80,108
90,103
100,98
110,95
120,114
130,114
140,101
150,104
160,113
170,93
180,93
190,103
200,110
210,100
220,116
230,96
240,96
250,92
260,96
270,100
280,86
290,107
300,92
310,96
320,91
330,97
340,87
350,93
360,78
370,85
380,69
390,88
400,66
410,64
420,84
430,72
440,81
450,63
460,74
470,75
480,77
490,75
500,64
510,73
520,65
530,77
540,69
550,85
560,82
570,73
580,78
590,80
600,88
610,78
620,92
630,98
640,92
650,96
660,94
670,96
680,106
690,98
700,97
710,91
720,98
730,92
740,92
750,94
760,111
770,123
780,97
790,108
800,123
810,109
820,101
830,104
840,108
850,98
860,106
870,108
880,93
890,91
900,91
910,89
920,87
930,89
940,97
950,94
960,84
970,77
980,86
990,92
