0,10
10,10
20,11
30,11
40,12
50,9
60,9
70,10
80,12
90,11
100,10
110,11
120,13
130,13
140,10
150,11
160,13
170,13
180,10
190,11
200,13
210,11
220,10
230,9
240,12
250,11
260,9
270,11
280,9
290,10
300,11
310,11
320,9
330,8
340,8
350,8
360,8
370,8
380,9
390,9
400,8
410,8
420,8
430,8
440,9
450,8
460,6
470,7
480,8
490,9
500,6
510,7
520,8
530,7
540,8
550,9
560,8
570,8
580,10
590,8
600,8
610,10
620,8
630,9
640,11
650,9
660,9
670,10
680,12
690,11
700,12
710,12
720,13
730,12
740,10
750,12
760,12
770,11
780,11
790,11
800,11
810,10
820,11
830,12
840,11
850,12
860,11
870,11
880,11
890,11
900,10
910,11
920,11
930,10
940,11
950,9
960,8
970,10
980,9
990,10
